fecha_de_pago,cod_comercio," PERCEPCION IVA R.G. 2408   3,00 %",AJUSTE SIRTAC JUL. 1RA QUINC,AJUSTE SIRTAC JUNIO 2DA QUINC,ARANCEL                                     ,CARGO  SISTEMA CUOTAS MENS                  ,CARGO LIQUIDACION ELECTR.,CARGO POSNET  FIRSTDATA.COM.AR,CARGOS DE ENTIDAD                           ,"CRED FISCAL AHORA 12/18 VTA EN CUOTAS 10,50%","CRED FISCAL AHORA 12/18 VTA EN CUOTAS 21,00%","CRED. FISCAL PAG.S/DTO.FIN.OTORG 21,00%     ","CRED.FISC.LEY 25063 PAG.S/DTO.F.OTORG. 10,50",DESCUENTO FINANC.OTORG. CUOTAS              ,IMPORTE NETO DE PAGOS                       ,"IVA CRED.FISC.COM.L.25063 S/DTO F.OTOR 10,50","IVA CRED.FISC.COMERCIO S/ARANC 21,00%       ","IVA PROMO CUOTAS AHORA 12/18 - 10,50%","IVA PROMO CUOTAS AHORA 12/18 - 21,00%",IVA RI CRED.FISC.COMERCIO S/DTO F.OTORG     ,IVA RI SERV.OPER. INT.,IVA RI SIST CUOTAS                          ,IVA RI. CARGO LIQUID. ELECT.                ,PER B.A.I.BR.DN.01/04,"PERCEPCION IVA R.G. 2408   1,50 %",PROMO CUOTAS AHORA 12/18,REEMBOLSOS DE ENTIDAD                       ,RETENCION IMP.GANANCIAS                     ,RETENCION ING.BRUTOS                        ,RETENCION ING.BRUTOS SIRTAC,RETENCION IVA                               ,SERVICIO OPER. INTERNAC.,SUBTOTAL NETO DE PAGOS                      ,TOTAL DEDUCCIONES                           ,TOTAL LIQUIDACION                           ,TOTAL PAGOS DE COMERCIOS                    ,VENTAS C/DESCUENTO CONTADO                  ,VENTAS C/DTO CUOTAS FINANC. OTORG.          ,percepcion iva
2022-07-01,4547438,1172.5433333333333,,,29733.924999999996,,,,,21828.43,,3060.02,138.17,15887.47,1658141.915,138.17,6244.1224999999995,21828.43,,3060.02,,,,2141.9525,456.89,207889.79,,15897.215,34514.7475,17444.364999999998,43777.8425,,1658141.915,212948.77000000002,1658141.915,,983287.8166666668,2267249.645,1629.4333333333334
2022-07-01,14935528,,,,44.98,,,,,10.653,,,,,2191.25,,9.45,10.65,,,,,,,,101.46,,,45.64,24.99,70.58,,2191.25,307.75,2191.25,,,2499.0,
2022-07-01,14935556,,,,170.95,,,,,40.485,,,,,8500.9,,35.9,40.49,,,,,,,,385.58,,,,94.97,268.21,,8500.9,996.1,8500.9,,,9497.0,
2022-07-01,14935569,,,,428.31,,,,,101.438,,,,,21075.24,,89.95,101.44,,,,,,,,966.08,,224.01,,237.95,672.02,,21075.24,2719.76,21075.24,,,23795.0,
2022-07-01,15537297,80.55,,,2685.16,,,,,703.068,,,,,131363.52,,563.88,703.07,,,,,,,,6695.89,,1397.95,,1491.76,4193.84,,131363.52,17812.1,131363.52,,,149175.62,
2022-07-01,15550885,,,,269.94,,,,,58.394,,,,,13046.3,,56.69,58.39,,,,,,20.65,,556.14,,141.71,272.08,149.97,425.13,,13046.3,1950.7,13046.3,,1299.0,13698.0,
2022-07-01,15550898,,,,145.74,,,,,34.517,,,,,7088.0,,30.61,34.52,,,,,,11.86,,328.74,,,147.88,80.97,228.68,,7088.0,1009.0,7088.0,,,8097.0,
2022-07-01,15550911,,,,134.94,,,,,21.306,,,,,6672.41,,28.34,21.31,,,,,,8.45,,202.92,,,138.89,74.97,214.77,,6672.41,824.59,6672.41,,2499.0,4998.0,
2022-07-01,15550922,,,,356.34,,,,,84.394,,,,,17147.4,,74.83,84.39,,,,,,29.0,,803.76,,186.37,357.83,197.97,559.11,,17147.4,2649.6,17147.4,,,19797.0,
2022-07-01,15550935,,,,1166.12,,,,,276.178,,,,,56114.25,,244.89,276.18,,,,,,94.91,,2630.27,,609.89,1170.98,647.85,1829.66,,56114.25,8670.75,56114.25,,,64785.0,
2022-07-01,15550950,,,,316.71,,,,,75.007,,,,,15240.09,,66.51,75.01,,,,,,25.78,,714.36,,165.64,318.03,175.95,496.92,,15240.09,2354.91,15240.09,,,17595.0,
2022-07-01,15554030,,,,71.98,,,,,17.047,,,,,3435.6,,15.12,17.05,,,,,,,,162.36,,,143.96,39.99,112.94,,3435.6,563.4,3435.6,,,3999.0,
2022-07-01,15554043,,,,188.96,,,,,44.753,,,,,9060.91,,39.68,44.75,,,,,,,,426.22,,98.83,237.19,104.98,296.48,,9060.91,1437.09,9060.91,,,10498.0,
2022-07-01,15554056,,,,82.78,,,,,19.605,,,,,4116.63,,17.38,19.61,,,,,,,,186.72,,,,45.99,129.89,,4116.63,482.37,4116.63,,,4599.0,
2022-07-01,15554071,,,,610.34,,,,,182.797,,,,,29644.74,,128.17,182.8,,,,,,,,1740.93,,315.57,,339.08,946.71,,29644.74,4263.6,29644.74,,,33908.34,
2022-07-01,15554084,,,,844.82,,,,,200.079,,,,,41569.48,,177.41,200.08,,,,,,,,1905.52,,441.84,,469.34,1325.51,,41569.48,5364.52,41569.48,,,46934.0,
2022-07-01,15554106,,,,162.84,,,,,38.567,,,,,7891.57,,34.2,38.57,,,,,,,,367.31,,,206.53,90.47,255.51,,7891.57,1155.43,7891.57,,,9047.0,
2022-07-01,15554134,,,,82.78,,,,,19.605,,,,,4116.63,,17.38,19.61,,,,,,,,186.72,,,,45.99,129.89,,4116.63,482.37,4116.63,,,4599.0,
2022-07-01,15569812,,,,255.52,,,,,28.979,,,,,12617.66,,53.66,28.98,,,,,,13.29,,276.0,,136.64,262.36,141.96,409.93,,12617.66,1578.34,12617.66,,7398.0,6798.0,
2022-07-01,15589105,,,,518.25,,,,,122.74,,,,,24464.6,,108.83,122.74,,,,,,,,1168.96,,271.05,1036.51,287.92,813.14,,24464.6,4327.4,24464.6,,,28792.0,
2022-07-01,15589118,,,,124.14,,,,,21.306,,,,,6256.49,,26.07,21.31,,,,,,,,202.92,,,,68.97,197.1,,6256.49,640.51,6256.49,,1899.0,4998.0,
2022-07-01,17938116,,,,1.78,,,,,,,,,,95.86,,0.37,,,,,,,,,,,,,0.99,,,95.86,3.14,95.86,,99.0,,
2022-07-01,19265106,,,,349.15,,,,,,,,,,17644.19,,73.32,,,,,,,8.73,,,,190.48,365.72,193.97,571.44,,17644.19,1752.81,17644.19,,19397.0,,
2022-07-01,19273970,,,,616.54,,,,,176.187,,,,,30031.28,,129.47,176.19,,,,,,,,1677.98,,319.58,,342.52,958.73,,30031.28,4221.01,30031.28,,,34252.29,
2022-07-04,4547438,1189.8674999999998,,,39660.3575,,,,,27753.189,,,,26309.78,2228711.3375,773.28,8328.675,27753.19,,3978.52,4.73,,,2616.9625,678.81,264316.07,,21239.9175,46376.3475,23291.4425,58233.77,22.5,2228711.3375,281889.7525,2228718.1449999996,27.23,1368453.3366666667,2968535.79,1868.6774999999998
2022-07-04,14935530,,,,40.48,,,,,,,,,,2068.42,,8.5,,,,,,,,,,,,42.85,22.49,66.26,,2068.42,180.58,2068.42,,2249.0,,
2022-07-04,14935556,,,,350.88,,,,,66.05,,,,,17437.88,,73.68,66.05,,,,,,,,629.06,,185.13,,194.93,555.39,,17437.88,2055.12,17437.88,,3999.0,15494.0,
2022-07-04,14935569,,,,75.58,,,,,,,,,,3941.86,,15.87,,,,,,,,,,,,,41.99,123.7,,3941.86,257.14,3941.86,,4199.0,,
2022-07-04,15537297,236.41,,,7879.44,,,,,2079.803,,,,,385314.89,,1654.68,2079.8,,,,,,,,19807.65,,4100.66,,4377.53,12301.98,,385314.89,52438.15,385314.89,,40080.0,397673.04,
2022-07-04,15550872,,,,401.27,,,,,95.035,,,,,19309.32,,84.27,95.04,,,,,,32.66,,905.1,,209.87,402.94,222.93,629.6,,19309.32,2983.68,19309.32,,,22293.0,
2022-07-04,15550885,,,,594.97,,,,,140.909,,,,,28630.1,,124.94,140.91,,,,,,48.42,,1341.99,,311.17,597.45,330.54,933.51,,28630.1,4423.9,28630.1,,,33054.0,
2022-07-04,15550898,,,,224.93,,,,,53.27,,,,,10823.54,,47.24,53.27,,,,,,18.31,,507.34,,117.64,225.86,124.96,352.91,,10823.54,1672.46,10823.54,,,12496.0,
2022-07-04,15550911,,,,723.86,,,,,224.124,,,,,34294.9,,152.01,224.12,,,,,,71.46,,2134.51,,373.56,717.24,402.14,1120.68,,34294.9,5919.58,34294.9,,,40214.48,
2022-07-04,15550922,,,,831.84,,,,,178.901,,,,,40213.47,,174.69,178.9,,,,,,63.39,,1703.82,,436.78,838.62,462.14,1310.35,,40213.47,6000.53,40213.47,,4248.0,41966.0,
2022-07-04,15550935,,,,730.39,,,,,246.931,,,,,34392.19,,153.38,246.93,,,,,,77.05,,2351.73,,374.95,719.9,405.77,1124.85,,34392.19,6184.95,34392.19,,,40577.14,
2022-07-04,15550950,,,,876.33,,,,,207.544,,,,,42169.06,,184.03,207.54,,,,,,71.32,,1976.61,,458.32,879.98,486.85,1374.96,,42169.06,6515.94,42169.06,,,48685.0,
2022-07-04,15554030,,,,588.44,,,,,122.314,,,,,27950.48,,123.57,122.31,,,,,,,,1164.9,,309.38,1176.88,326.91,928.13,,27950.48,4740.52,27950.48,,3999.0,28692.0,
2022-07-04,15554043,,,,248.28,,,,,58.803,,,,,11905.71,,52.14,58.8,,,,,,,,560.04,,129.86,311.66,137.94,389.57,,11905.71,1888.29,11905.71,,,13794.0,
2022-07-04,15554056,,,,1081.54,,,,,256.146,,,,,53218.24,,227.12,256.15,,,,,,,,2439.49,,565.65,,600.86,1696.95,,53218.24,6867.76,53218.24,,,60086.0,
2022-07-04,15554084,80.47,,,2682.83,,,,,730.588,,,,,130965.54,,563.39,730.59,,,,,,,,6957.99,,1394.07,,1490.48,4182.2,,130965.54,18082.02,130965.54,,,149047.56,
2022-07-04,15554097,,,,190.03,,,,,45.004,,,,,9350.35,,39.91,45.0,,,,,,,,428.61,,99.38,,105.57,298.15,,9350.35,1206.65,9350.35,,,10557.0,
2022-07-04,15554106,,,,1542.19,,,,,365.245,,,,,73949.33,,323.86,365.25,,,,,,,,3478.53,,806.57,1935.77,856.78,2419.72,,73949.33,11728.67,73949.33,,,85678.0,
2022-07-04,15554134,,,,462.45,,,,,109.525,,,,,22755.44,,97.11,109.53,,,,,,,,1043.1,,241.86,,256.92,725.59,,22755.44,2936.56,22755.44,,,25692.0,
2022-07-04,15569812,,,,187.14,,,,,44.322,,,,,9005.49,,39.3,44.32,,,,,,15.23,,422.12,,97.88,187.92,103.97,293.63,,9005.49,1391.51,9005.49,,,10397.0,
2022-07-04,15580405,,,,200.48,,,,,47.481,,,,,9864.95,,42.1,47.48,,,,,,,,452.2,,104.85,,111.38,314.56,,9864.95,1273.05,9864.95,,,11138.0,
2022-07-04,15589105,,,,1273.08,,,,,275.087,,,,,60364.8,,267.35,275.09,,,,,,,,2619.88,,668.34,2546.17,707.27,2005.02,,60364.8,10362.2,60364.8,,6198.0,64529.0,
2022-07-04,15589118,,,,635.06,,,,,150.402,,,,,31248.41,,133.36,150.4,,,,,,,,1432.41,,332.14,,352.81,996.41,,31248.41,4032.59,31248.41,,,35281.0,
2022-07-04,19265106,,,,331.99,,,,,78.626,,,,,15975.47,,69.72,78.63,,,,,,27.02,,748.83,,173.63,333.37,184.44,520.9,,15975.47,2468.53,15975.47,,,18444.0,
2022-07-04,19273970,,,,1312.74,,,,,283.199,,,,,64876.09,,275.68,283.2,,,,,,,,2697.14,,689.21,,729.31,2067.63,,64876.09,8054.91,64876.09,,6499.0,66432.0,
2022-07-05,4547438,5286.176666666667,,394.38,132511.27000000002,,,,394.38,102085.785,42.621,2227.71,,14463.28,7202789.039999999,404.79,27827.3675,102085.79,42.62,2227.71,,,,9234.275000000001,376.06,972448.48,,70665.4075,149945.565,77134.51499999998,198008.0,,7202789.039999999,942303.2150000001,7202887.635,,3819854.0499999993,10560600.625,5662.236666666668
2022-07-05,14935528,,,,1677.41,,,,,488.259,,,,,79790.03,,352.26,488.26,,,,,,158.19,,4650.09,,868.63,1667.77,931.9,2605.89,,79790.03,13400.4,79790.03,,5198.0,87992.43,
2022-07-05,14935530,,,,646.04,,,,,179.776,,,,,30815.01,,135.67,179.78,,,,,,58.95,,1712.15,,335.33,643.84,358.92,1006.0,,30815.01,5076.68,30815.01,,,35891.69,
2022-07-05,14935556,,,,592.06,,,,,140.218,,,,,29132.46,,124.33,140.22,,,,,,,,1335.42,,309.65,,328.92,928.94,,29132.46,3759.54,29132.46,,,32892.0,
2022-07-05,14935569,,,,894.4,,,,,211.824,,,,,44009.61,,187.82,211.82,,,,,,,,2017.37,,467.77,,496.89,1403.32,,44009.61,5679.39,44009.61,,,49689.0,
2022-07-05,15537297,769.93,,,25663.65,,,,,6789.476,,,,,1254819.39,,5389.37,6789.48,,,,,,,,64661.68,,13354.44,,14257.69,40063.31,,1254819.39,170949.55,1254819.39,,63887.0,1361881.94,
2022-07-05,15550872,84.14,,,2804.76,,,,,628.131,,,,,135251.41,,589.0,628.13,,,,,,219.67,,5982.21,,1470.35,2823.07,1558.22,4411.05,,135251.41,20570.6,135251.41,,8477.0,147345.01,
2022-07-05,15550885,68.4,,,2280.08,,,,,534.797,,,,,109703.99,,478.82,534.8,,,,,,184.33,,5093.31,,1193.0,2290.55,1266.73,3578.99,,109703.99,16969.01,109703.99,,5798.0,120875.0,
2022-07-05,15550898,,,,1825.1,,,,,537.007,,,,,86756.2,,383.27,537.01,,,,,,173.49,,5114.36,,944.56,1813.55,1013.95,2833.67,,86756.2,14638.96,86756.2,,549.0,100846.16,
2022-07-05,15550911,,,,806.01,,,,,230.995,,,,,38377.0,,169.26,231.0,,,,,,75.15,,2199.95,,417.73,802.04,447.79,1253.19,,38377.0,6402.12,38377.0,,,44779.12,
2022-07-05,15550922,94.99,,,3166.77,,,,,904.155,,,,,150719.28,,665.02,904.16,,,,,,294.44,,8611.0,,1641.55,3151.78,1759.33,4924.66,,150719.28,25213.7,150719.28,,2497.0,173435.98,
2022-07-05,15550935,86.27,,,2876.44,,,,,707.64,,,,,138059.12,,604.05,707.64,,,,,,240.4,,6739.43,,1501.87,2883.58,1598.02,4505.6,,138059.12,21743.3,138059.12,,1699.0,158103.42,
2022-07-05,15550950,,,,1875.9,,,,,521.279,,,,,89484.2,,393.94,521.28,,,,,,171.01,,4964.57,,973.77,1869.65,1042.18,2921.32,,89484.2,14733.62,89484.2,,,104217.82,
2022-07-05,15554030,,,,908.69,,,,,215.209,,,,,42895.46,,190.82,215.21,,,,,,,,2049.61,,475.25,1817.39,504.83,1425.74,,42895.46,7587.54,42895.46,,,50483.0,
2022-07-05,15554043,,,,1312.73,,,,,298.968,,,,,63064.73,,275.67,298.97,,,,,,,,2847.32,,687.7,1650.48,729.3,2063.1,,63064.73,9865.27,63064.73,,2799.0,70131.0,
2022-07-05,15554056,85.64,,,2855.37,,,,,796.023,,,,,139200.82,,599.63,796.02,,,,,,,,7581.17,,1481.96,,1586.33,4445.89,,139200.82,19432.01,139200.82,,5299.0,153333.83,
2022-07-05,15554071,60.92,,,2030.86,,,,,513.068,,,,,99543.16,,426.48,513.07,,,,,,,,4886.37,,1059.08,,1128.25,3177.25,,99543.16,13282.28,99543.16,,6599.0,106226.44,
2022-07-05,15554084,93.86,,,3128.21,,,,,867.281,,,,,152550.94,,656.92,867.28,,,,,,,,8259.82,,1624.03,,1737.91,4872.09,,152550.94,21240.12,152550.94,,5799.0,167992.06,
2022-07-05,15554097,,,,1557.98,,,,,486.481,,,,,75470.64,,327.18,486.48,,,,,,,,4633.16,,803.64,,865.56,2410.93,,75470.64,11084.93,75470.64,,,86555.57,
2022-07-05,15554106,168.23,,,5606.81,,,,,1465.073,,,,,267321.64,,1177.43,1465.07,,,,,,,,13953.08,,2919.31,7006.34,3114.91,8757.93,,267321.64,44169.11,267321.64,,20142.0,291348.75,
2022-07-05,15554121,,,,296.0,,,,,70.1,,,,,14564.46,,62.16,70.1,,,,,,,,667.63,,154.8,,164.44,464.41,,14564.46,1879.54,14564.46,,,16444.0,
2022-07-05,15554134,,,,1528.81,,,,,408.684,,,,,74753.28,,321.05,408.68,,,,,,,,3892.23,,795.13,,849.34,2385.39,,74753.28,10180.63,74753.28,,9897.0,75036.91,
2022-07-05,15569812,,,,1441.38,,,,,341.368,,,,,69359.6,,302.69,341.37,,,,,,117.31,,3251.13,,753.84,1447.38,800.77,2261.53,,69359.6,10717.4,69359.6,,,80077.0,
2022-07-05,15580405,,,,1348.84,,,,,424.835,,,,,65302.04,,283.26,424.84,,,,,,,,4046.06,,695.41,,749.36,2086.23,,65302.04,9634.0,65302.04,,,74936.04,
2022-07-05,15589105,78.36,,,2612.0,,,,,667.692,,,,,122725.74,,548.52,667.69,,,,,,,,6358.98,,1361.41,5224.03,1451.12,4084.23,,122725.74,22386.34,122725.74,,16795.0,128317.08,
2022-07-05,15589118,,,,1799.2,,,,,509.177,,,,,87688.69,,377.83,509.18,,,,,,,,4849.31,,933.08,,999.56,2799.23,,87688.69,12267.39,87688.69,,1649.0,98307.08,
2022-07-05,16378521,,,,1076.32,,,,,,628.799,,,,53034.65,,226.03,,628.8,,,,,123.14,,2994.28,,,1114.5,597.96,,,53034.65,6761.03,53034.65,,,59795.68,
2022-07-05,17938116,,,,176.34,,,,,41.764,,,,,8677.22,,37.03,41.76,,,,,,,,397.76,,92.23,,97.97,276.69,,8677.22,1119.78,8677.22,,,9797.0,
2022-07-05,18086170,,,,157.35,11.5,,,,71.687,,,,,7458.59,,33.04,71.69,,,,2.42,,,,682.73,,,,87.42,237.05,,7458.59,1269.28,7472.51,13.92,,8741.79,
2022-07-05,19265106,64.77,,,2159.07,,,,,562.513,,,,,103308.48,,453.4,562.51,,,,,,187.91,,5357.27,,1124.33,2158.71,1199.49,3372.98,,103308.48,16640.44,103308.48,,,119948.92,
2022-07-05,19273970,171.24,,,5708.11,,,,,1479.706,,,,,279406.14,,1198.7,1479.71,,,,,,,,14092.44,,2973.2,,3171.2,8919.59,,279406.14,37714.19,279406.14,,26798.0,290322.33,
2022-07-06,4547438,744.1733333333333,,,19060.855,11.5,,21187.48,,13924.491,,,,53999.66,1102085.7375,1508.68,4002.7825000000003,13924.49,,8322.56,,2.42,,1349.365,1404.46,132614.23,,10144.2125,23076.5775,11165.7175,26903.53,,1102085.7375,149204.69,1107386.0875,10600.699999999999,765837.27,1364425.65,2148.633333333333
2022-07-06,14935528,,,,100.76,,,,,24.675,,,,,4892.06,,21.16,24.68,,,,,,8.39,,235.01,,,102.09,55.98,157.87,,4892.06,705.94,4892.06,,999.0,4599.0,
2022-07-06,15537297,69.85,,,2328.82,,,,,694.183,,,,,113074.48,,489.05,694.18,,,,,,,,6611.27,,1204.39,,1293.79,3613.17,,113074.48,16304.52,113074.48,,,129379.0,
2022-07-06,15550885,,,,251.58,,,,,74.993,,,,,11949.19,,52.83,74.99,,,,,,24.15,,714.23,,130.11,249.81,139.77,390.34,,11949.19,2027.81,11949.19,,,13977.0,
2022-07-06,15550935,,,,142.14,,,,,42.371,,,,,6823.33,,29.85,42.37,,,,,,13.64,,403.54,,,142.62,78.97,220.54,,6823.33,1073.67,6823.33,,,7897.0,
2022-07-06,15550950,,,,100.78,,,,,30.041,,,,,4837.77,,21.16,30.04,,,,,,9.67,,286.11,,,101.12,55.99,156.36,,4837.77,761.23,4837.77,,,5599.0,
2022-07-06,15554030,,,,559.58,,,,,166.802,,,,,26067.87,,117.51,166.8,,,,,,,,1588.6,,289.4,1119.17,310.88,868.19,,26067.87,5020.13,26067.87,,,31088.0,
2022-07-06,15554043,,,,32.38,,,,,9.652,,,,,1549.4,,6.8,9.65,,,,,,,,91.93,,,40.61,17.99,50.24,,1549.4,249.6,1549.4,,,1799.0,
2022-07-06,15554056,,,,699.55,,,,,208.524,,,,,33987.3,,146.91,208.52,,,,,,,,1985.95,,361.78,,388.64,1085.35,,33987.3,4876.7,33987.3,,,38864.0,
2022-07-06,15554071,,,,542.1,,,,,161.595,,,,,26338.32,,113.84,161.6,,,,,,,,1539.01,,280.36,,301.18,841.09,,26338.32,3779.18,26338.32,,,30117.5,
2022-07-06,15554084,,,,581.5,,,,,227.196,,,,,27705.59,,122.12,227.2,,,,,,,,2163.78,,295.6,,323.06,886.81,,27705.59,4600.07,27705.59,,,32305.66,
2022-07-06,15554097,,,,310.79,,,,,92.64,,,,,15099.43,,65.27,92.64,,,,,,,,882.29,,160.73,,172.66,482.19,,15099.43,2166.57,15099.43,,,17266.0,
2022-07-06,15554134,,,,316.69,,,,,94.4,,,,,15386.29,,66.5,94.4,,,,,,,,899.05,,163.78,,175.94,491.35,,15386.29,2207.71,15386.29,,,17594.0,
2022-07-06,15580405,,,,211.72,,,,,120.662,,,,,9702.55,,44.46,120.66,,,,,,,,1149.17,,104.01,,117.62,312.04,,9702.55,2059.68,9702.55,,,11762.23,
2022-07-06,15589118,,,,248.32,,,,,74.022,,,,,12064.86,,52.15,74.02,,,,,,,,704.98,,128.43,,137.96,385.28,,12064.86,1731.14,12064.86,,,13796.0,
2022-07-06,17938116,,,,360.0,,,,,107.31,,,,,17490.37,,75.6,107.31,,,,,,,,1022.0,,186.18,,200.0,558.54,,17490.37,2509.63,17490.37,,,20000.0,
2022-07-06,19265106,,,,89.08,,,,,26.553,,,,,4276.14,,18.71,26.55,,,,,,8.55,,252.89,,,89.38,49.49,138.21,,4276.14,672.86,4276.14,,,4949.0,
2022-07-06,19273970,,,,430.07,,,,,128.197,,,,,20894.88,,90.31,128.2,,,,,,,,1220.93,,222.42,,238.93,667.26,,20894.88,2998.12,20894.88,,,23893.0,
2022-07-07,4547438,780.5433333333334,,,19948.8,,55.0,,,15380.46,,1903.35,322.84,12138.23,1185328.6925,322.84,4189.25,15380.46,,1903.35,,,11.55,1383.195,318.03,146480.61,,14021.706666666667,24653.4375,12034.079999999998,28199.747499999998,,1185328.6925,145646.07749999998,1185345.3299999998,66.55,873521.35,1351700.79,1098.5733333333333
2022-07-07,14935528,,,,124.09,,,,,36.989,,,,,5956.7,,26.06,36.99,,,,,,11.91,,352.28,,,124.5,68.94,192.53,,5956.7,937.3,5956.7,,,6894.0,
2022-07-07,14935569,,,,57.58,,,,,17.164,,,,,2827.37,,12.09,17.16,,,,,,,,163.47,,,,31.99,89.34,,2827.37,371.63,2827.37,,,3199.0,
2022-07-07,15537297,82.95,,,2765.3,,,,,966.246,,,,,132828.19,,580.71,966.25,,,,,,,,9202.35,,1416.61,,1536.28,4249.82,,132828.19,20800.27,132828.19,,197.0,153431.46,
2022-07-07,15550872,,,,557.83,,,,,166.282,,,,,26494.76,,117.14,166.28,,,,,,53.54,,1583.64,,288.5,553.91,309.91,865.49,,26494.76,4496.24,26494.76,,,30991.0,
2022-07-07,15550885,,,,197.91,,,,,58.993,,,,,9399.82,,41.56,58.99,,,,,,18.99,,561.85,,102.35,196.52,109.95,307.06,,9399.82,1595.18,9399.82,,,10995.0,
2022-07-07,15550935,,,,403.07,,,,,69.188,,,,,19663.88,,84.64,69.19,,,,,,26.55,,658.94,,213.31,409.56,223.93,639.93,,19663.88,2729.12,19663.88,,9498.0,12895.0,
2022-07-07,15550950,,,,285.56,,,,,162.744,,,,,12771.08,,59.97,162.74,,,,,,45.89,,1549.95,,140.29,269.35,158.64,420.86,,12771.08,3093.25,12771.08,,,15864.33,
2022-07-07,15554030,,,,115.16,,,,,17.7,,,,,5594.64,,24.18,17.7,,,,,,,,168.58,,,230.33,63.98,183.43,,5594.64,803.36,5594.64,,3099.0,3299.0,
2022-07-07,15554043,,,,1500.89,,,,,447.391,,,,,71057.07,,315.19,447.39,,,,,,,,4260.87,,776.21,1862.91,833.83,2328.64,,71057.07,12325.93,71057.07,,,83383.0,
2022-07-07,15554056,,,,374.69,,,,,111.688,,,,,18203.97,,78.68,111.69,,,,,,,,1063.7,,193.78,,208.16,581.33,,18203.97,2612.03,18203.97,,,20816.0,
2022-07-07,15554071,,,,98.96,,,,,29.499,,,,,4859.29,,20.78,29.5,,,,,,,,280.95,,,,54.98,153.54,,4859.29,638.71,4859.29,,,5498.0,
2022-07-07,15554084,,,,809.7,,,,,241.361,,,,,39339.35,,170.04,241.36,,,,,,,,2298.68,,418.76,,449.84,1256.27,,39339.35,5644.65,39339.35,,,44984.0,
2022-07-07,15554097,,,,530.49,,,,,151.639,,,,,25839.67,,111.4,151.64,,,,,,,,1444.19,,274.97,,294.72,824.92,,25839.67,3632.33,25839.67,,1210.0,28262.0,
2022-07-07,15554106,,,,998.73,,,,,297.704,,,,,47283.04,,209.73,297.7,,,,,,,,2835.29,,516.51,1239.62,554.85,1549.53,,47283.04,8201.96,47283.04,,,55485.0,
2022-07-07,15554134,,,,195.21,,,,,58.188,,,,,9484.15,,40.99,58.19,,,,,,,,554.18,,100.96,,108.45,302.87,,9484.15,1360.85,9484.15,,,10845.0,
