fecha_de_pago,cod_comercio," PERCEPCION IVA R.G. 2408   3,00 %",AJUSTE SIRTAC JUL. 1RA QUINC,AJUSTE SIRTAC JUNIO 2DA QUINC,ARANCEL                                     ,CARGO  SISTEMA CUOTAS MENS                  ,CARGO LIQUIDACION ELECTR.,CARGO POSNET  FIRSTDATA.COM.AR,CARGOS DE ENTIDAD                           ,"CRED FISCAL AHORA 12/18 VTA EN CUOTAS 10,50%","CRED FISCAL AHORA 12/18 VTA EN CUOTAS 21,00%","CRED. FISCAL PAG.S/DTO.FIN.OTORG 21,00%     ","CRED.FISC.LEY 25063 PAG.S/DTO.F.OTORG. 10,50",DESCUENTO FINANC.OTORG. CUOTAS              ,IMPORTE NETO DE PAGOS                       ,"IVA CRED.FISC.COM.L.25063 S/DTO F.OTOR 10,50","IVA CRED.FISC.COMERCIO S/ARANC 21,00%       ","IVA PROMO CUOTAS AHORA 12/18 - 10,50%","IVA PROMO CUOTAS AHORA 12/18 - 21,00%",IVA RI CRED.FISC.COMERCIO S/DTO F.OTORG     ,IVA RI SERV.OPER. INT.,IVA RI SIST CUOTAS                          ,IVA RI. CARGO LIQUID. ELECT.                ,PER B.A.I.BR.DN.01/04,"PERCEPCION IVA R.G. 2408   1,50 %",PROMO CUOTAS AHORA 12/18,REEMBOLSOS DE ENTIDAD                       ,RETENCION IMP.GANANCIAS                     ,RETENCION ING.BRUTOS                        ,RETENCION ING.BRUTOS SIRTAC,RETENCION IVA                               ,SERVICIO OPER. INTERNAC.,SUBTOTAL NETO DE PAGOS                      ,TOTAL DEDUCCIONES                           ,TOTAL LIQUIDACION                           ,TOTAL PAGOS DE COMERCIOS                    ,VENTAS C/DESCUENTO CONTADO                  ,VENTAS C/DTO CUOTAS FINANC. OTORG.          ,percepcion iva
2022-07-22,15554084,,,,637.43,,,,,190.005,,,,,31404.68,,133.86,190.01,,,,,,,,1809.57,,,,247.89,988.96,,31404.68,4007.72,31404.68,,,35412.4,
2022-07-22,15554106,,,,364.42,,,,,108.627,,,,,18048.49,,76.53,108.63,,,,,,,,1034.55,,,471.16,141.72,,,18048.49,2197.01,18048.49,,,20245.5,
2022-07-22,15554134,,,,633.87,,,,,172.265,,,,,31400.11,,133.11,172.27,,,,,,,,1640.63,,,,246.5,988.21,,31400.11,3814.59,31400.11,,3108.5,32106.2,
2022-07-22,15569812,,,,248.32,,,,,74.022,,,,,12354.53,,52.15,74.02,,,,,,8.58,,704.98,,,256.85,96.57,,,12354.53,1441.47,12354.53,,,13796.0,
2022-07-22,15589105,,,,511.92,,,,,152.593,,,,,24991.51,,107.5,152.59,,,,,,,,1453.27,,,1023.83,199.08,,,24991.51,3448.19,24991.51,,,28439.7,
2022-07-22,15589118,,,,678.03,,,,,285.955,,,,,32546.54,,142.39,285.96,,,,,,,,2723.38,,,,263.68,1028.0,,32546.54,5121.44,32546.54,,,37667.98,
2022-07-22,16378521,,,,859.76,,,,,,512.556,,,,42510.92,,180.55,,512.56,,,,,35.94,,2440.75,,,889.27,334.35,,,42510.92,5253.18,42510.92,,,47764.1,
2022-07-22,19265106,,,,26.98,,,,,,,,,,1455.86,,5.67,,,,,,,,,,,,,10.49,,,1455.86,43.14,1455.86,,1499.0,,
2022-07-22,19273970,,,,904.74,,,,,269.691,,,,,44575.51,,190.0,269.69,,,,,,,,2568.49,,,,351.85,1403.72,,44575.51,5688.49,44575.51,,,50264.0,
2022-07-25,4547438,2211.5866666666666,,,55568.74249999999,,,,,47761.839,,1160.57,197.9,7411.3,2979722.0149999997,197.9,11669.4375,47761.84,,1160.57,,,,1540.2624999999998,194.06,454874.69,,39107.86666666666,61847.995,23632.852499999997,83250.66,,2979722.0149999997,396399.63,2979722.0149999997,,1694932.0933333335,4209845.15,2405.6466666666665
2022-07-25,14935528,,,,179.98,,,,,53.649,,,,,8954.25,,37.8,53.65,,,,,,6.22,,510.95,,,186.16,69.99,,,8954.25,1044.75,8954.25,,,9999.0,
2022-07-25,14935530,,,,240.76,,,,,71.767,,,,,11978.13,,50.56,71.77,,,,,,8.32,,683.5,,,249.03,93.63,,,11978.13,1397.57,11978.13,,,13375.7,
2022-07-25,14935569,,,,250.14,,,,,74.564,,,,,12712.35,,52.53,74.56,,,,,,,,710.14,,,,97.28,,,12712.35,1184.65,12712.35,,,13897.0,
2022-07-25,15537297,336.56,,,11218.42,,,,,3329.472,,,,,546723.86,,2355.87,3329.47,,,,,,,,31709.26,,5803.21,,4362.74,17409.64,,546723.86,76525.17,546723.86,,8068.0,615181.03,
2022-07-25,15550872,,,,68.38,,,,,20.383,,,,,3402.07,,14.36,20.38,,,,,,2.36,,194.13,,,70.73,26.59,,,3402.07,396.93,3402.07,,,3799.0,
2022-07-25,15550885,,,,494.38,,,,,147.367,,,,,24596.03,,103.82,147.37,,,,,,17.08,,1403.5,,,511.36,192.26,,,24596.03,2869.77,24596.03,,,27465.8,
2022-07-25,15550898,,,,917.83,,,,,273.589,,,,,44267.12,,192.74,273.59,,,,,,31.71,,2605.61,,,920.86,356.93,1424.01,,44267.12,6723.28,44267.12,,,50990.4,
2022-07-25,15550911,,,,100.41,,,,,29.929,,,,,4995.35,,21.09,29.93,,,,,,3.47,,285.05,,,103.85,39.05,,,4995.35,582.85,4995.35,,,5578.2,
2022-07-25,15550922,,,,552.07,,,,,164.561,,,,,27465.69,,115.93,164.56,,,,,,19.07,,1567.25,,,571.02,214.69,,,27465.69,3204.59,27465.69,,,30670.28,
2022-07-25,15550935,,,,682.89,,,,,180.816,,,,,33166.65,,143.41,180.82,,,,,,21.64,,1722.07,,,689.35,265.57,1066.0,,33166.65,4771.75,33166.65,,4238.5,33699.9,
2022-07-25,15550950,,,,432.73,,,,,128.986,,,,,21528.16,,90.87,128.99,,,,,,14.95,,1228.44,,,447.58,168.28,,,21528.16,2511.84,21528.16,,,24040.0,
2022-07-25,15554030,,,,1162.26,,,,,346.452,,,,,54938.27,,244.07,346.45,,,,,,,,3299.55,,,2324.53,451.99,1803.26,,54938.27,9632.11,54938.27,,,64570.38,
2022-07-25,15554043,,,,300.51,,,,,73.487,,,,,15049.07,,63.11,73.49,,,,,,,,699.88,,,392.37,116.87,,,15049.07,1646.23,15049.07,,2999.0,13696.3,
2022-07-25,15554056,,,,1341.39,,,,,502.474,,,,,65036.5,,281.69,502.47,,,,,,,,4785.48,,,,521.65,2051.82,,65036.5,9484.5,65036.5,,1279.2,73241.8,
2022-07-25,15554071,,,,829.07,,,,,159.149,,,,,41747.71,,174.1,159.15,,,,,,,,1515.71,,,,322.42,1311.44,,41747.71,4311.89,41747.71,,16398.0,29661.6,
2022-07-25,15554084,,,,576.75,,,,,143.947,,,,,28702.13,,121.12,143.95,,,,,,,,1370.93,,,,224.29,902.83,,28702.13,3339.87,28702.13,,5213.6,26828.4,
2022-07-25,15554097,,,,612.16,,,,,117.922,,,,,30821.02,,128.55,117.92,,,,,,,,1123.08,,,,238.06,968.21,,30821.02,3187.98,30821.02,,12031.0,21978.0,
2022-07-25,15554106,,,,997.17,,,,,287.861,,,,,47972.76,,209.41,287.86,,,,,,,,2741.54,,,1252.76,387.79,1549.81,,47972.76,7426.34,47972.76,,1748.6,53650.5,
2022-07-25,15554121,,,,96.08,11.5,,,,28.64,,,,,4868.86,,20.18,28.64,,,,2.42,,,,272.76,,,,37.36,,,4868.86,455.02,4882.78,13.92,,5337.8,
2022-07-25,15554134,,,,615.24,,,,,183.389,,,,,30311.13,,129.2,183.39,,,,,,,,1746.56,,,,239.26,954.52,,30311.13,3868.17,30311.13,,,34179.3,
2022-07-25,15569812,,,,567.76,,,,,162.265,,,,,28319.34,,119.23,162.27,,,,,,19.02,,1545.39,,,588.59,220.8,,,28319.34,3223.06,28319.34,,1300.0,30242.4,
2022-07-25,15580405,,,,102.55,,,,,30.567,,,,,5211.34,,21.54,30.57,,,,,,,,291.12,,,,39.88,,,5211.34,485.66,5211.34,,,5697.0,
2022-07-25,15589105,,,,782.96,,,,,233.384,,,,,37008.7,,164.42,233.38,,,,,,,,2222.71,,,1565.9,304.48,1214.75,,37008.7,6488.6,37008.7,,,43497.3,
2022-07-25,15589118,,,,977.16,,,,,291.275,,,,,48142.94,,205.2,291.28,,,,,,,,2774.05,,,,380.01,1516.06,,48142.94,6143.76,48142.94,,,54286.7,
2022-07-25,19265106,,,,725.28,,,,,199.294,,,,,35151.54,,152.31,199.29,,,,,,23.61,,1898.04,,,730.79,282.05,1130.09,,35151.54,5141.46,35151.54,,3149.3,37143.7,
2022-07-25,19273970,71.94,,,2397.63,,,,,714.694,,,,,116815.11,,503.5,714.69,,,,,,,,6806.61,,1239.98,,932.41,3719.93,,116815.11,16386.69,116815.11,,,133201.8,
2022-07-26,4547438,1107.8833333333334,,,27890.030000000002,,,,,19526.679,,1915.6,1063.37,19249.51,1880706.75,1063.37,5856.9075,19526.68,,1915.6,,,,712.75,425.57,185968.4,,20217.74,38946.665,14546.4225,36369.3675,,1880706.75,197353.64250000002,1880706.75,,1631743.4466666665,1708505.615,1533.4533333333334
2022-07-26,14935528,,,,451.67,,,,,134.636,,,,,22471.15,,94.85,134.64,,,,,,15.61,,1282.25,,,467.18,175.65,,,22471.15,2621.85,22471.15,,,25093.0,
2022-07-26,14935530,,,,38.13,,,,,11.365,,,,,1937.62,,8.01,11.37,,,,,,,,108.24,,,,14.83,,,1937.62,180.58,1937.62,,,2118.2,
2022-07-26,14935569,,,,99.87,,,,,,,,,,5388.62,,20.97,,,,,,,,,,,,,38.84,,,5388.62,159.68,5388.62,,5548.3,,
2022-07-26,15537297,181.08,,,6035.54,,,,,1880.38,,,,,293235.92,,1267.46,1880.38,,,,,,,,17908.38,,3113.67,,2347.17,9341.0,,293235.92,42074.68,293235.92,,21136.0,314174.6,
2022-07-26,15550872,,,,269.94,,,,,80.466,,,,,13430.03,,56.69,80.47,,,,,,9.33,,766.35,,,279.21,104.98,,,13430.03,1566.97,13430.03,,,14997.0,
2022-07-26,15550885,,,,140.37,,,,,41.842,,,,,6983.58,,29.48,41.84,,,,,,4.85,,398.5,,,145.19,54.59,,,6983.58,814.82,6983.58,,,7798.4,
2022-07-26,15550922,,,,89.98,,,,,26.822,,,,,4476.68,,18.9,26.82,,,,,,3.11,,255.45,,,93.07,34.99,,,4476.68,522.32,4476.68,,,4999.0,
2022-07-26,15550935,,,,221.35,,,,,63.296,,,,,11040.08,,46.48,63.3,,,,,,7.42,,602.83,,,229.46,86.08,,,11040.08,1256.92,11040.08,,500.0,11797.0,
2022-07-26,15550950,,,,639.91,,,,,190.746,,,,,30863.12,,134.38,190.75,,,,,,22.11,,1816.64,,,642.02,248.85,992.82,,30863.12,4687.48,30863.12,,,35550.6,
2022-07-26,15554030,,,,283.72,,,,,84.572,,,,,13851.1,,59.58,84.57,,,,,,,,805.45,,,567.44,110.34,,,13851.1,1911.1,13851.1,,,15762.2,
2022-07-26,15554043,,,,66.23,,,,,,,,,,3482.99,,13.91,,,,,,,,,,,,90.32,25.75,,,3482.99,196.21,3482.99,,3679.2,,
2022-07-26,15554056,,,,710.7,,,,,211.85,,,,,35015.33,,149.25,211.85,,,,,,,,2017.62,,,,276.39,1102.66,,35015.33,4468.47,35015.33,,,39483.8,
2022-07-26,15554071,,,,325.95,,,,,97.16,,,,,16564.65,,68.45,97.16,,,,,,,,925.33,,,,126.76,,,16564.65,1543.65,16564.65,,,18108.3,
2022-07-26,15554084,,,,457.02,,,,,136.23,,,,,23225.72,,95.97,136.23,,,,,,,,1297.43,,,,177.73,,,23225.72,2164.38,23225.72,,,25390.1,
2022-07-26,15554106,,,,751.37,,,,,185.733,,,,,36459.28,,157.79,185.73,,,,,,,,1768.89,,,951.15,292.2,1176.69,,36459.28,5283.82,36459.28,,7126.9,34616.2,
2022-07-26,15554134,,,,88.99,,,,,26.527,,,,,4522.54,,18.69,26.53,,,,,,,,252.64,,,,34.61,,,4522.54,421.46,4522.54,,,4944.0,
2022-07-26,15569812,,,,215.91,,,,,64.36,,,,,10741.87,,45.34,64.36,,,,,,7.46,,612.96,,,223.33,83.97,,,10741.87,1253.33,10741.87,,,11995.2,
2022-07-26,15580405,,,,151.33,,,,,45.11,,,,,7690.81,,31.78,45.11,,,,,,,,429.62,,,,58.85,,,7690.81,716.69,7690.81,,,8407.5,
2022-07-26,15589105,,,,695.96,,,,,207.453,,,,,32896.65,,146.15,207.45,,,,,,,,1975.75,,,1391.91,270.65,1079.78,,32896.65,5767.65,32896.65,,,38664.3,
2022-07-26,15589118,,,,338.34,,,,,100.855,,,,,17194.64,,71.05,100.86,,,,,,,,960.53,,,,131.58,,,17194.64,1602.36,17194.64,,,18797.0,
2022-07-26,19265106,,,,282.71,,,,,84.272,,,,,14065.23,,59.37,84.27,,,,,,9.77,,802.59,,,292.42,109.94,,,14065.23,1641.07,14065.23,,,15706.3,
2022-07-26,19273970,,,,1211.47,,,,,346.476,,,,,59837.05,,254.41,346.48,,,,,,,,3299.77,,,,471.13,1883.79,,59837.05,7467.05,59837.05,,2729.3,64574.8,
2022-07-27,4547438,708.93,,,23628.975000000002,,,,,18823.298,,4842.05,1510.79,37445.8,1253184.63,1510.79,4962.085,18823.3,,4842.05,,,,700.2725,907.55,179269.53,,12472.5375,26042.2675,9994.3025,35363.7025,,1253184.63,174572.8275,1253184.63,,703251.7666666666,1800637.265,1616.48
2022-07-27,14935556,,,,518.31,,,,,154.499,,,,,26340.34,,108.85,154.5,,,,,,,,1471.43,,,,201.57,,,26340.34,2454.66,26340.34,,,28795.0,
2022-07-27,14935569,,,,139.1,,,,,41.462,,,,,7068.86,,29.21,41.46,,,,,,,,394.88,,,,54.09,,,7068.86,658.74,7068.86,,,7727.6,
2022-07-27,15537297,179.13,,,5970.97,,,,,1750.935,,,,,291206.43,,1253.9,1750.94,,,,,,,,16675.57,,3090.75,,2322.05,9272.26,,291206.43,40515.57,291206.43,,5390.0,326332.0,
2022-07-27,15550872,,,,80.97,,,,,24.135,,,,,4028.29,,17.0,24.14,,,,,,2.8,,229.86,,,83.75,31.49,,,4028.29,470.01,4028.29,,,4498.3,
2022-07-27,15550885,,,,138.76,,,,,31.173,,,,,7009.69,,29.14,31.17,,,,,,3.92,,296.89,,,145.47,53.96,,,7009.69,699.31,7009.69,,1899.0,5810.0,
2022-07-27,15550898,,,,582.69,,,,,173.692,,,,,28103.65,,122.36,173.69,,,,,,20.13,,1654.21,,,584.62,226.6,904.05,,28103.65,4268.35,28103.65,,,32372.0,
2022-07-27,15550922,,,,637.7,,,,,171.318,,,,,30947.19,,133.92,171.32,,,,,,20.42,,1631.6,,,643.28,248.0,994.77,,30947.19,4481.01,30947.19,,3498.6,31929.6,
2022-07-27,15550935,,,,242.98,,,,,72.428,,,,,12088.56,,51.03,72.43,,,,,,8.39,,689.8,,,251.32,94.49,,,12088.56,1410.44,12088.56,,,13499.0,
2022-07-27,15550950,,,,67.47,,,,,20.112,,,,,3356.84,,14.17,20.11,,,,,,2.33,,191.55,,,69.79,26.24,,,3356.84,391.66,3356.84,,,3748.5,
2022-07-27,15554030,,,,627.48,,,,,187.041,,,,,29659.84,,131.77,187.04,,,,,,,,1781.35,,,1254.96,244.02,973.54,,29659.84,5200.16,29659.84,,,34860.0,
2022-07-27,15554043,,,,78.09,,,,,,,,,,4106.93,,16.4,,,,,,,,,,,,106.51,30.37,,,4106.93,231.37,4106.93,,4338.3,,
2022-07-27,15554056,,,,309.55,,,,,92.271,,,,,15731.21,,65.01,92.27,,,,,,,,878.78,,,,120.38,,,15731.21,1465.99,15731.21,,,17197.2,
2022-07-27,15554071,,,,330.85,,,,,98.62,,,,,16813.65,,69.48,98.62,,,,,,,,939.24,,,,128.66,,,16813.65,1566.85,16813.65,,,18380.5,
2022-07-27,15554084,,,,459.29,,,,,192.257,,,,,22758.45,,96.45,192.26,,,,,,,,1831.02,,,,178.61,,,22758.45,2757.63,22758.45,,,25516.08,
2022-07-27,15554097,,,,160.7,,,,,47.903,,,,,8166.93,,33.75,47.9,,,,,,,,456.22,,,,62.5,,,8166.93,761.07,8166.93,,,8928.0,
2022-07-27,15554106,,,,493.4,,,,,147.076,,,,,24436.78,,103.61,147.08,,,,,,,,1400.72,,,637.93,191.88,,,24436.78,2974.62,24436.78,,,27411.4,
2022-07-27,15554134,,,,51.83,,,,,,,,,,2796.34,,10.88,,,,,,,,,,,,,20.15,,,2796.34,82.86,2796.34,,2879.2,,
2022-07-27,15569812,,,,241.98,,,,,72.128,,,,,12038.39,,50.82,72.13,,,,,,8.36,,686.94,,,250.28,94.1,,,12038.39,1404.61,12038.39,,,13443.0,
2022-07-27,15580405,,,,293.25,,,,,87.413,,,,,14902.91,,61.58,87.41,,,,,,,,832.51,,,,114.04,,,14902.91,1388.79,14902.91,,,16291.7,
2022-07-27,15589105,,,,718.72,,,,,214.238,,,,,33972.61,,150.93,214.24,,,,,,,,2040.37,,,1437.44,279.5,1115.09,,33972.61,5956.29,33972.61,,,39928.9,
2022-07-27,15589118,,,,462.93,,,,,195.507,,,,,22920.44,,97.22,195.51,,,,,,,,1861.97,,,,180.03,,,22920.44,2797.66,22920.44,,,25718.1,
2022-07-27,16378521,,,,387.25,,,,,,230.866,,,,19147.85,,81.32,,230.87,,,,,16.19,,1099.37,,,400.55,150.6,,,19147.85,2366.15,19147.85,,,21514.0,
2022-07-27,19265106,,,,615.65,,,,,183.514,,,,,29692.85,,129.29,183.51,,,,,,21.27,,1747.75,,,617.68,239.42,955.18,,29692.85,4509.75,29692.85,,,34202.6,
2022-07-27,19273970,,,,1365.74,,,,,392.516,,,,,67436.46,,286.81,392.52,,,,,,,,3738.25,,,,531.12,2123.1,,67436.46,8437.54,67436.46,,2718.4,73155.6,
2022-07-28,4547438,738.3349999999999,,,24609.9925,,,,,20603.392,,1105.86,866.07,13514.32,1356604.6275000002,866.07,5168.097500000001,20603.39,,1105.86,,,,693.3975,281.72,196222.81,,17197.38333333333,28156.265000000003,10738.135,36263.83,,1356604.6275000002,177414.6325,1356604.6275000002,,833692.8333333334,1817499.27,1020.055
2022-07-28,14935528,,,,921.0,,,,,232.969,,,,,44841.79,,193.41,232.97,,,,,,28.26,,2218.76,,,931.73,358.17,1440.81,,44841.79,6325.11,44841.79,,7747.0,43419.9,
2022-07-28,14935530,,,,154.77,,,,,46.135,,,,,7700.17,,32.5,46.14,,,,,,5.35,,439.39,,,160.09,60.19,,,7700.17,898.43,7700.17,,,8598.6,
2022-07-28,14935556,,,,86.36,,,,,25.743,,,,,4388.99,,18.14,25.74,,,,,,,,245.18,,,,33.59,,,4388.99,409.01,4388.99,,,4798.0,
2022-07-28,14935569,,,,164.02,,,,,48.893,,,,,8335.71,,34.44,48.89,,,,,,,,465.65,,,,63.79,,,8335.71,776.79,8335.71,,,9112.5,
2022-07-28,15537297,122.57,,,4085.37,,,,,1316.254,,,,,198046.76,,857.93,1316.25,,,,,,,,12535.75,,2103.46,,1588.77,6310.38,,198046.76,28920.48,198046.76,,2100.0,224867.24,
2022-07-28,15550872,,,,211.27,,,,,62.976,,,,,10510.83,,44.37,62.98,,,,,,7.3,,599.77,,,218.52,82.16,,,10510.83,1226.37,10510.83,,,11737.2,
2022-07-28,15550885,,,,504.62,,,,,150.419,,,,,25105.31,,105.97,150.42,,,,,,17.43,,1432.56,,,521.95,196.24,,,25105.31,2929.19,25105.31,,,28034.5,
2022-07-28,15550898,,,,46.07,,,,,13.731,,,,,2293.39,,9.67,13.73,,,,,,,,130.78,,,47.65,17.91,,,2293.39,265.81,2293.39,,,2559.2,
2022-07-28,15550911,,,,300.68,,,,,171.361,,,,,14107.4,,63.14,171.36,,,,,,17.39,,1632.01,,,295.43,116.93,,,14107.4,2596.94,14107.4,,,16704.34,
2022-07-28,15550922,,,,640.56,,,,,190.937,,,,,30894.0,,134.52,190.94,,,,,,22.13,,1818.46,,,642.67,249.1,993.82,,30894.0,4692.2,30894.0,,,35586.2,
2022-07-28,15550935,,,,187.68,,,,,45.754,,,,,9443.24,,39.41,45.75,,,,,,5.61,,435.76,,,196.06,72.99,,,9443.24,983.26,9443.24,,1899.0,8527.5,
2022-07-28,15550950,,,,287.37,,,,,37.385,,,,,14799.67,,60.35,37.39,,,,,,5.79,,356.05,,,306.43,111.75,,,14799.67,1165.13,14799.67,,8997.0,6967.8,
2022-07-28,15554030,,,,107.98,,,,,32.187,,,,,5271.65,,22.68,32.19,,,,,,,,306.55,,,215.96,41.99,,,5271.65,727.35,5271.65,,,5999.0,
2022-07-28,15554056,,,,1315.82,,,,,493.185,,,,,63794.67,,276.32,493.19,,,,,,,,4697.01,,,,511.71,2012.66,,63794.67,9306.71,63794.67,,,73101.38,
2022-07-28,15554071,,,,782.4,,,,,233.218,,,,,38547.11,,164.3,233.22,,,,,,,,2221.13,,,,304.26,1213.88,,38547.11,4919.19,38547.11,,,43466.3,
2022-07-28,15554084,,,,1423.86,,,,,424.429,,,,,70151.08,,299.01,424.43,,,,,,,,4042.18,,,,553.72,2209.12,,70151.08,8952.32,70151.08,,,79103.4,
2022-07-28,15554097,,,,153.4,,,,,45.724,,,,,7795.55,,32.21,45.72,,,,,,,,435.47,,,,59.65,,,7795.55,726.45,7795.55,,,8522.0,
2022-07-28,15554106,,,,1088.55,,,,,292.292,,,,,52588.17,,228.6,292.29,,,,,,,,2783.74,,,1372.63,423.33,1698.09,,52588.17,7887.23,52588.17,,5999.0,54476.4,
2022-07-28,15554134,,,,230.33,,,,,68.658,,,,,11705.48,,48.37,68.66,,,,,,,,653.89,,,,89.57,,,11705.48,1090.82,11705.48,,,12796.3,
2022-07-28,15589105,,,,504.14,,,,,245.399,,,,,23611.01,,105.87,245.4,,,,,,,,2337.14,,,1008.28,196.06,,,23611.01,4396.89,23611.01,,,28007.9,
2022-07-28,15589118,,,,774.86,,,,,230.971,,,,,38175.8,,162.72,230.97,,,,,,,,2199.73,,,,301.33,1202.19,,38175.8,4871.8,38175.8,,,43047.6,
2022-07-28,16378521,,,,333.23,,,,,,198.663,,,,16476.92,,69.98,,198.66,,,,,13.93,,946.01,,,344.68,129.59,,,16476.92,2036.08,16476.92,,,18513.0,
2022-07-28,19265106,,,,70.16,,,,,20.914,,,,,3490.73,,14.73,20.91,,,,,,2.42,,199.19,,,72.57,27.29,,,3490.73,407.27,3490.73,,,3898.0,
2022-07-28,19273970,65.89,,,2195.83,,,,,527.791,,,,,108269.1,,461.12,527.79,,,,,,,,5026.58,,1147.69,,853.94,3443.06,,108269.1,13721.9,108269.1,,23623.4,98367.6,
2022-07-29,4547438,1048.5733333333333,,,26639.31,,,,,21315.406,,1675.67,445.94,12226.4,1457387.695,445.94,5594.2575,21315.41,,1675.67,,,,724.0224999999999,303.1,203003.89,,18627.766666666666,30243.89,11523.155,39552.5275,,1457387.695,188777.02,1457387.695,,893411.3266666667,1952212.44,1351.6733333333332
2022-07-29,14935528,,,,243.29,,,,,72.521,,,,,12103.96,,51.09,72.52,,,,,,8.41,,690.68,,,251.64,94.61,,,12103.96,1412.24,12103.96,,,13516.2,
2022-07-29,14935530,,,,82.04,,,,,24.453,,,,,4081.41,,17.23,24.45,,,,,,2.83,,232.89,,,84.85,31.9,,,4081.41,476.19,4081.41,,,4557.6,
2022-07-29,14935556,,,,305.95,,,,,91.197,,,,,15548.07,,64.25,91.2,,,,,,,,868.55,,,,118.98,,,15548.07,1448.93,15548.07,,,16997.0,
2022-07-29,14935569,,,,70.53,,,,,21.025,,,,,3584.56,,14.81,21.03,,,,,,,,200.24,,,,27.43,,,3584.56,334.04,3584.56,,,3918.6,
2022-07-29,15537297,118.83,,,2000.54,,,,,1044.095,,,24.86,236.8,98135.01999999999,24.86,420.115,1044.1,,,,,,,,9943.77,,2061.78,,777.99,6185.33,,98135.01999999999,13006.38,98135.01999999999,,34584.0,93849.4,
2022-07-29,15550872,,,,71.98,,,,,,,,,,3805.37,,15.12,,,,,,,,,,,,78.54,27.99,,,3805.37,193.63,3805.37,,3999.0,,
2022-07-29,15550885,,,,806.26,,,,,292.589,,,,,38356.28,,169.31,292.59,,,,,,32.34,,2786.57,,,799.27,313.55,1235.98,,38356.28,6435.87,38356.28,,,44792.15,
2022-07-29,15550922,,,,431.24,,,,,105.374,,,,,21695.89,,90.56,105.37,,,,,,12.91,,1003.57,,,450.46,167.7,,,21695.89,2261.81,21695.89,,4318.4,19639.3,
2022-07-29,15550935,,,,489.5,,,,,145.914,,,,,24353.52,,102.8,145.91,,,,,,16.91,,1389.67,,,506.32,190.37,,,24353.52,2841.48,24353.52,,,27195.0,
2022-07-29,15550950,,,,510.38,,,,,152.134,,,,,25391.6,,107.18,152.13,,,,,,17.63,,1448.9,,,527.9,198.48,,,25391.6,2962.6,25391.6,,,28354.2,
2022-07-29,15554030,,,,92.85,,,,,27.677,,,,,4532.97,,19.5,27.68,,,,,,,,263.59,,,185.7,36.11,,,4532.97,625.43,4532.97,,,5158.4,
2022-07-29,15554043,,,,535.37,,,,,148.856,,,,,26625.22,,112.43,148.86,,,,,,,,1417.68,,,694.74,208.2,,,26625.22,3117.28,26625.22,,1999.2,27743.3,
2022-07-29,15554056,,,,1477.93,,,,,482.609,,,,,72384.49,,310.37,482.61,,,,,,,,4596.28,,,,574.75,2281.0,,72384.49,9722.94,72384.49,,1839.2,80268.23,
2022-07-29,15554071,,,,716.25,,,,,301.944,,,,,34383.23,,150.41,301.94,,,,,,,,2875.67,,,,278.54,1086.0,,34383.23,5408.81,34383.23,,4198.2,35593.84,
2022-07-29,15554084,,,,1032.14,,,,,245.98,,,,,51483.86,,216.75,245.98,,,,,,,,2342.67,,,,401.39,1619.01,,51483.86,5857.94,51483.86,,11497.0,45844.8,
2022-07-29,15554097,,,,118.78,,,,,35.406,,,,,6036.47,,24.94,35.41,,,,,,,,337.21,,,,46.19,,,6036.47,562.53,6036.47,,,6599.0,
2022-07-29,15554106,,,,373.39,,,,,111.303,,,,,18493.19,,78.41,111.3,,,,,,,,1060.03,,,482.77,145.21,,,18493.19,2251.11,18493.19,,,20744.3,
2022-07-29,15554134,,,,232.84,,,,,69.405,,,,,11832.89,,48.9,69.41,,,,,,,,661.01,,,,90.55,,,11832.89,1102.71,11832.89,,,12935.6,
2022-07-29,15569812,,,,389.6,,,,,116.135,,,,,19383.24,,81.82,116.14,,,,,,13.46,,1106.05,,,402.98,151.51,,,19383.24,2261.56,19383.24,,,21644.8,
2022-07-29,15589105,,,,800.22,,,,,213.204,,,,,38084.23,,168.05,213.2,,,,,,,,2030.52,,,1600.44,311.2,1248.78,,38084.23,6372.41,38084.23,,14838.2,29618.44,
2022-07-29,15589118,,,,335.93,,,,,138.868,,,,,16664.51,,70.55,138.87,,,,,,,,1322.56,,,,130.64,,,16664.51,1998.55,16664.51,,,18663.06,
2022-07-29,16378521,,,,93.93,,,,,,55.996,,,,4644.28,,19.73,,56.0,,,,,3.93,,266.65,,,97.15,36.53,,,4644.28,573.92,4644.28,,,5218.2,
2022-07-29,19265106,,,,115.16,,,,,34.328,,,,,5729.5,,24.18,34.33,,,,,,3.98,,326.94,,,119.12,44.79,,,5729.5,668.5,5729.5,,,6398.0,
2022-07-29,19273970,,,,576.0,,,,,146.164,,,,,28639.98,,120.96,146.16,,,,,,,,1392.04,,,,224.0,900.96,,28639.98,3360.12,28639.98,,4758.6,27241.5,
